simulation_id,generation,clone,clone_size,clone_fraction,average_fitness,average_age,average_passenger_mutations,driver_mutation_count,aggressiveness_score,aggressive
8,33,TP53|BRCA2,2,2e-06,2.19538,34,2.0,2,1.68792,0
8,33,TP53|EGFR,1,1e-06,2.39351,34,2.0,2,1.77708,0
8,33,TP53|KRAS,41,4.1e-05,3.27078,34,2.0,2,2.17186,0
8,33,TP53|PIK3CA,4,4e-06,2.4228,34,2.0,2,1.79026,0
8,33,TP53|PTEN,2,2e-06,2.4836,34,2.0,2,1.81762,0
8,34,APC,140,0.00014,1.47998,35,1.0,1,1.01602,0
8,34,BRCA1,33,3.3e-05,1.41452,35,1.0,1,0.986542,0
8,34,BRCA2,36,3.6e-05,1.41452,35,1.0,1,0.986542,0
8,34,EGFR,78,7.8e-05,1.54165,35,1.0,1,1.04376,0
8,34,Healthy,216089,0.216089,1.23332,35,0.0033227,0,0.598544,0
8,34,KRAS,36384,0.036384,1.66498,35,1.00058,1,1.10658,0
8,34,KRAS|EGFR,6,6e-06,2.39341,35,2.0,2,1.77704,0
8,34,PIK3CA,70,7e-05,1.63325,35,1.0,1,1.08498,0
8,34,PTEN,5,5e-06,1.63864,35,1.0,1,1.08739,0
8,34,TP53,747066,0.747066,1.91403,35,1.00306,1,1.36103,0
8,34,TP53|APC,2,2e-06,2.29683,35,2.0,2,1.73358,0
8,34,TP53|BRCA2,3,3e-06,2.19449,35,2.0,2,1.68752,0
8,34,TP53|EGFR,3,3e-06,2.39254,35,2.0,2,1.77664,0
8,34,TP53|KRAS,74,7.4e-05,3.26949,35,2.0,2,2.17129,0
8,34,TP53|PIK3CA,9,9e-06,2.42185,35,2.0,2,1.78983,0
8,34,TP53|PTEN,2,2e-06,2.48267,35,2.0,2,1.8172,0
8,35,APC,122,0.000122,1.47775,36,1.0,1,1.01501,0
8,35,BRCA1,37,3.7e-05,1.41239,36,1.0,1,0.985583,0
8,35,BRCA2,32,3.2e-05,1.41239,36,1.0,1,0.985582,0
8,35,EGFR,65,6.5e-05,1.53932,36,1.0,1,1.04271,0
8,35,Healthy,151541,0.151541,1.23146,36,0.00360958,0,0.584826,0
8,35,KRAS,34473,0.034473,1.66247,36,1.00067,1,1.10507,0
8,35,KRAS|EGFR,7,7e-06,2.3898,36,2.0,2,1.77541,0
8,35,PIK3CA,79,7.9e-05,1.63094,36,1.0,1,1.08394,0
8,35,PTEN,5,5e-06,1.63639,36,1.0,1,1.08638,0
8,35,TP53,813472,0.813472,1.91325,36,1.00326,1,1.37398,0
8,35,TP53|APC,3,3e-06,2.2959,36,2.0,2,1.73315,0
8,35,TP53|BRCA2,1,1e-06,2.19359,36,2.0,2,1.68712,0
8,35,TP53|EGFR,2,2e-06,2.39156,36,2.0,2,1.7762,0
8,35,TP53|KRAS,131,0.000131,3.26821,36,2.0,2,2.17072,0
8,35,TP53|PIK3CA,28,2.8e-05,2.4209,36,2.0,2,1.78941,0
8,35,TP53|PTEN,2,2e-06,2.48175,36,2.0,2,1.81679,0
8,36,APC,104,0.000104,1.47552,37,1.0,1,1.01401,0
8,36,BRCA1,27,2.7e-05,1.41026,37,1.0,1,0.984622,0
8,36,BRCA2,25,2.5e-05,1.41026,37,1.0,1,0.984622,0
8,36,EGFR,50,5e-05,1.537,37,1.0,1,1.04166,0
8,36,Healthy,103319,0.103319,1.2296,37,0.00355211,0,0.57434,0
8,36,KRAS,31715,0.031715,1.65996,37,1.00035,1,1.10336,0
8,36,KRAS|EGFR,4,4e-06,2.3862,37,2.0,2,1.77379,0
8,36,PIK3CA,64,6.4e-05,1.62864,37,1.0,1,1.0829,0
8,36,PTEN,6,6e-06,1.63415,37,1.0,1,1.08537,0
8,36,TP53,864355,0.864355,1.91247,37,1.00341,1,1.38382,0
8,36,TP53|APC,8,8e-06,2.29496,37,2.0,2,1.73273,0
8,36,TP53|BRCA1,1,1e-06,2.1927,37,2.0,2,1.68671,0
8,36,TP53|BRCA2,2,2e-06,2.1927,37,2.0,2,1.68671,0
8,36,TP53|EGFR,4,4e-06,2.39058,37,2.0,2,1.77576,0
8,36,TP53|KRAS,262,0.000262,3.26693,37,2.0,2,2.17017,0
8,36,TP53|PIK3CA,51,5.1e-05,2.41995,37,2.0,2,1.78899,0
8,36,TP53|PTEN,3,3e-06,2.48082,37,2.0,2,1.81637,0
8,37,APC,89,8.9e-05,1.4733,38,1.0,1,1.013,0
8,37,BRCA1,20,2e-05,1.40813,38,1.0,1,0.983664,0
8,37,BRCA2,8,8e-06,1.40813,38,1.0,1,0.983661,0
8,37,EGFR,38,3.8e-05,1.53468,38,1.0,1,1.04062,0
8,37,Healthy,69340,0.06934,1.22775,38,0.0033891,0,0.566693,0
8,37,KRAS,28466,0.028466,1.65746,38,1.00028,1,1.10158,0
8,37,KRAS|EGFR,7,7e-06,2.3826,38,2.0,2,1.77217,0
8,37,PIK3CA,55,5.5e-05,1.62633,38,1.0,1,1.08186,0
8,37,PTEN,7,7e-06,1.6319,38,1.0,1,1.08436,0
8,37,TP53,901423,0.901423,1.91169,38,1.00348,1,1.39089,0
8,37,TP53|APC,11,1.1e-05,2.29402,38,2.0,2,1.73231,0
8,37,TP53|BRCA1,2,2e-06,2.1918,38,2.0,2,1.68631,0
8,37,TP53|BRCA2,4,4e-06,2.1918,38,2.0,2,1.68631,0
8,37,TP53|EGFR,4,4e-06,2.38961,38,2.0,2,1.77532,0
8,37,TP53|KRAS,454,0.000454,3.26565,38,2.0,2,2.16963,0
8,37,TP53|PIK3CA,68,6.8e-05,2.419,38,2.0,2,1.78856,0
8,37,TP53|PTEN,4,4e-06,2.47989,38,2.0,2,1.81595,0
8,38,APC,60,6e-05,1.47107,39,1.0,1,1.012,0
8,38,BRCA1,15,1.5e-05,1.40601,39,1.0,1,0.982706,0
8,38,BRCA2,3,3e-06,1.40601,39,1.0,1,0.982704,0
8,38,EGFR,39,3.9e-05,1.53237,39,1.0,1,1.03957,0
8,38,Healthy,45954,0.045954,1.2259,39,0.00372111,0,0.561216,0
8,38,KRAS,25591,0.025591,1.65496,39,1.00035,1,1.09988,0
8,38,KRAS|EGFR,7,7e-06,2.379,39,2.0,2,1.77055,0
8,38,PIK3CA,37,3.7e-05,1.62403,39,1.0,1,1.08082,0
8,38,PTEN,7,7e-06,1.62966,39,1.0,1,1.08335,0
8,38,TP53,927403,0.927403,1.91091,39,1.00363,1,1.39575,0
8,38,TP53|APC,19,1.9e-05,2.29309,39,2.0,2,1.73189,0
8,38,TP53|BRCA1,1,1e-06,2.19091,39,2.0,2,1.68591,0
8,38,TP53|BRCA2,2,2e-06,2.19091,39,2.0,2,1.68591,0
8,38,TP53|EGFR,3,3e-06,2.38863,39,2.0,2,1.77489,0
8,38,TP53|KRAS,779,0.000779,3.26437,39,2.0,2,2.16912,0
8,38,TP53|PIK3CA,68,6.8e-05,2.41805,39,2.0,2,1.78814,0
8,38,TP53|PTEN,12,1.2e-05,2.47897,39,2.0,2,1.81554,0
8,39,APC,47,4.7e-05,1.46886,40,1.0,1,1.01099,0
8,39,BRCA1,17,1.7e-05,1.40389,40,1.0,1,0.981752,0
8,39,BRCA2,3,3e-06,1.40389,40,1.0,1,0.981749,0
8,39,EGFR,34,3.4e-05,1.53006,40,1.0,1,1.03853,0
8,39,Healthy,30085,0.030085,1.22405,40,0.00432109,0,0.55727,0
8,39,KRAS,22484,0.022484,1.65246,40,1.00062,1,1.09817,0
8,39,KRAS|EGFR,9,9e-06,2.37541,40,2.0,2,1.76894,0
8,39,PIK3CA,36,3.6e-05,1.62174,40,1.0,1,1.07979,0
8,39,PTEN,5,5e-06,1.62742,40,1.0,1,1.08234,0
8,39,TP53,945777,0.945777,1.91013,40,1.00382,1,1.39909,0
8,39,TP53|APC,21,2.1e-05,2.29215,40,2.0,2,1.73147,0
8,39,TP53|BRCA1,1,1e-06,2.19001,40,2.0,2,1.68551,0
8,39,TP53|BRCA2,4,4e-06,2.19001,40,2.0,2,1.68551,0
8,39,TP53|EGFR,6,6e-06,2.38766,40,2.0,2,1.77445,0
8,39,TP53|KRAS,1352,0.001352,3.26309,40,2.00074,2,2.16873,0
8,39,TP53|PIK3CA,99,9.9e-05,2.4171,40,2.0,2,1.78772,0
8,39,TP53|PTEN,20,2e-05,2.47804,40,2.0,2,1.81512,0
8,40,APC,41,4.1e-05,1.46664,41,1.0,1,1.01,0
8,40,BRCA1,14,1.4e-05,1.40177,41,1.0,1,0.980798,0
8,40,BRCA2,2,2e-06,1.40177,41,1.0,1,0.980796,0
8,40,EGFR,33,3.3e-05,1.52775,41,1.0,1,1.03749,0
8,40,Healthy,19292,0.019292,1.2222,41,0.00373212,0,0.554221,0
8,40,KRAS,19657,0.019657,1.64997,41,1.00036,1,1.09645,0
8,40,KRAS|EGFR,6,6e-06,2.37183,41,2.0,2,1.76732,0
8,40,PIK3CA,24,2.4e-05,1.61944,41,1.0,1,1.07875,0
8,40,PTEN,3,3e-06,1.62518,41,1.0,1,1.08133,0
8,40,TP53,958461,0.958461,1.90935,41,1.00406,1,1.4013,0
8,40,TP53|APC,25,2.5e-05,2.29122,41,2.0,2,1.73105,0
8,40,TP53|BRCA1,2,2e-06,2.18912,41,2.0,2,1.6851,0
8,40,TP53|BRCA2,5,5e-06,2.18912,41,2.0,2,1.68511,0
8,40,TP53|EGFR,9,9e-06,2.38668,41,2.0,2,1.77401,0
8,40,TP53|KRAS,2274,0.002274,3.26181,41,2.00132,2,2.1684,0
8,40,TP53|PIK3CA,125,0.000125,2.41615,41,2.0,2,1.78729,0
8,40,TP53|PTEN,27,2.7e-05,2.47712,41,2.0,2,1.81471,0
8,41,APC,36,3.6e-05,1.46442,42,1.0,1,1.009,0
8,41,BRCA1,13,1.3e-05,1.39965,42,1.0,1,0.979846,0
8,41,BRCA2,1,1e-06,1.39965,42,1.0,1,0.979843,0
8,41,EGFR,30,3e-05,1.52544,42,1.0,1,1.03645,0
8,41,Healthy,12491,0.012491,1.22035,42,0.00392282,0,0.55205,0
8,41,KRAS,17041,0.017041,1.64748,42,1.00047,1,1.09482,0
8,41,KRAS|EGFR,10,1e-05,2.36825,42,2.0,2,1.76571,0
8,41,PIK3CA,21,2.1e-05,1.61715,42,1.0,1,1.07772,0
8,41,PTEN,5,5e-06,1.62295,42,1.0,1,1.08033,0
8,41,TP53,966300,0.9663,1.90857,42,1.00433,1,1.40255,0
8,41,TP53|APC,32,3.2e-05,2.29028,42,2.0,2,1.73063,0
8,41,TP53|BRCA1,3,3e-06,2.18823,42,2.0,2,1.6847,0
8,41,TP53|BRCA2,3,3e-06,2.18823,42,2.0,2,1.6847,0
8,41,TP53|EGFR,9,9e-06,2.38571,42,2.0,2,1.77357,0
8,41,TP53|KRAS,3810,0.00381,3.26053,42,2.00079,2,2.16808,0
8,41,TP53|PIK3CA,165,0.000165,2.41521,42,2.0,2,1.78688,0
8,41,TP53|PTEN,30,3e-05,2.47619,42,2.0,2,1.81429,0
8,42,APC,22,2.2e-05,1.46221,43,1.0,1,1.008,0
8,42,BRCA1,12,1.2e-05,1.39754,43,1.0,1,0.978895,0
8,42,EGFR,22,2.2e-05,1.52314,43,1.0,1,1.03542,0
8,42,Healthy,8118,0.008118,1.21851,43,0.00418822,0,0.550372,0
8,42,KRAS,14761,0.014761,1.64499,43,1.00075,1,1.09327,0
8,42,KRAS|EGFR,12,1.2e-05,2.36467,43,2.0,2,1.76411,0
8,42,PIK3CA,22,2.2e-05,1.61486,43,1.0,1,1.07669,0
8,42,PTEN,4,4e-06,1.62072,43,1.0,1,1.07932,0
8,42,TP53,970166,0.970166,1.90779,43,1.00454,1,1.40299,0
8,42,TP53|APC,42,4.2e-05,2.28935,43,2.0,2,1.73021,0
8,42,TP53|BRCA1,4,4e-06,2.18733,43,2.0,2,1.6843,0
8,42,TP53|BRCA2,6,6e-06,2.18733,43,2.0,2,1.6843,0
8,42,TP53|EGFR,18,1.8e-05,2.38474,43,2.0,2,1.77313,0
8,42,TP53|KRAS,6543,0.006543,3.25925,43,2.00092,2,2.16806,0
8,42,TP53|PIK3CA,208,0.000208,2.41426,43,2.0,2,1.78646,0
8,42,TP53|PTEN,40,4e-05,2.47527,43,2.0,2,1.81388,0
8,43,APC,22,2.2e-05,1.46001,44,1.0,1,1.00701,0
8,43,BRCA1,2,2e-06,1.39543,44,1.0,1,0.977943,0
8,43,EGFR,25,2.5e-05,1.52084,44,1.0,1,1.03438,0
8,43,Healthy,5392,0.005392,1.21667,44,0.00445104,0,0.549026,0
8,43,KRAS,12783,0.012783,1.64251,44,1.00094,1,1.09178,0
8,43,KRAS|EGFR,8,8e-06,2.3611,44,2.0,2,1.7625,0
8,43,PIK3CA,15,1.5e-05,1.61257,44,1.0,1,1.07566,0
8,43,PTEN,2,2e-06,1.61849,44,1.0,1,1.07832,0
8,43,TP53,970048,0.970048,1.90701,44,1.0048,1,1.40264,0
8,43,TP53|APC,51,5.1e-05,2.28841,44,2.0,2,1.7298,0
8,43,TP53|BRCA1,3,3e-06,2.18644,44,2.0,2,1.6839,0
8,43,TP53|BRCA2,7,7e-06,2.18644,44,2.0,2,1.6839,0
8,43,TP53|EGFR,25,2.5e-05,2.38376,44,2.0,2,1.7727,0
8,43,TP53|KRAS,11292,0.011292,3.25797,44,2.0008,2,2.16842,0
8,43,TP53|PIK3CA,273,0.000273,2.41331,44,2.0,2,1.78604,0
8,43,TP53|PTEN,52,5.2e-05,2.47434,44,2.0,2,1.81347,0
8,44,APC,17,1.7e-05,1.4578,45,1.0,1,1.00601,0
8,44,BRCA1,1,1e-06,1.39332,45,1.0,1,0.976995,0
8,44,EGFR,21,2.1e-05,1.51854,45,1.0,1,1.03335,0
8,44,Healthy,3408,0.003408,1.21483,45,0.00557512,0,0.547914,0
8,44,KRAS,10771,0.010771,1.64003,45,1.00102,1,1.09027,0
8,44,KRAS|EGFR,7,7e-06,2.35754,45,2.0,2,1.76089,0
8,44,PIK3CA,13,1.3e-05,1.61029,45,1.0,1,1.07463,0
8,44,TP53,966002,0.966002,1.90623,45,1.00506,1,1.40151,0
8,44,TP53|APC,72,7.2e-05,2.28748,45,2.0,2,1.72938,0
8,44,TP53|BRCA1,4,4e-06,2.18555,45,2.0,2,1.6835,0
8,44,TP53|BRCA2,3,3e-06,2.18555,45,2.0,2,1.6835,0
8,44,TP53|EGFR,43,4.3e-05,2.38279,45,2.0,2,1.77226,0
8,44,TP53|KRAS,19235,0.019235,3.25669,45,2.00062,2,2.16942,0
8,44,TP53|PIK3CA,332,0.000332,2.41236,45,2.0,2,1.78563,0
8,44,TP53|PTEN,71,7.1e-05,2.47342,45,2.0,2,1.81305,0
8,45,APC,12,1.2e-05,1.4556,46,1.0,1,1.00502,0
8,45,BRCA1,1,1e-06,1.39122,46,1.0,1,0.976048,0
8,45,EGFR,14,1.4e-05,1.51625,46,1.0,1,1.03231,0
8,45,Healthy,2187,0.002187,1.213,46,0.00640146,0,0.546927,0
8,45,KRAS,9201,0.009201,1.63755,46,1.00109,1,1.08885,0
8,45,KRAS|EGFR,13,1.3e-05,2.35398,46,2.0,2,1.75929,0
8,45,PIK3CA,9,9e-06,1.60801,46,1.0,1,1.07361,0
8,45,TP53,955488,0.955488,1.90545,46,1.00531,1,1.39908,0
8,45,TP53|APC,82,8.2e-05,2.28655,46,2.0,2,1.72896,0
8,45,TP53|BRCA1,4,4e-06,2.18466,46,2.0,2,1.6831,0
8,45,TP53|BRCA2,6,6e-06,2.18466,46,2.0,2,1.6831,0
8,45,TP53|EGFR,57,5.7e-05,2.38182,46,2.0,2,1.77183,0
8,45,TP53|KRAS,32422,0.032422,3.25541,46,2.00074,2,2.1715,0
8,45,TP53|PIK3CA,422,0.000422,2.41142,46,2.0,2,1.78522,0
8,45,TP53|PTEN,82,8.2e-05,2.4725,46,2.0,2,1.81264,0
8,46,APC,4,4e-06,1.4534,47,1.0,1,1.00403,0
8,46,BRCA1,1,1e-06,1.38911,47,1.0,1,0.975102,0
8,46,EGFR,10,1e-05,1.51396,47,1.0,1,1.03128,0
8,46,Healthy,1330,0.00133,1.21117,47,0.00902256,0,0.546193,0
8,46,KRAS,7874,0.007874,1.63507,47,1.00089,1,1.08745,0
8,46,KRAS|EGFR,11,1.1e-05,2.35042,47,2.0,2,1.75769,0
8,46,PIK3CA,6,6e-06,1.60573,47,1.0,1,1.07258,0
8,46,TP53,936016,0.936016,1.90468,47,1.00548,1,1.39486,0
8,46,TP53|APC,97,9.7e-05,2.28561,47,2.0,2,1.72854,0
8,46,TP53|BRCA1,3,3e-06,2.18377,47,2.0,2,1.6827,0
8,46,TP53|BRCA2,6,6e-06,2.18377,47,2.0,2,1.6827,0
8,46,TP53|EGFR,69,6.9e-05,2.38085,47,2.0,2,1.77139,0
8,46,TP53|KRAS,53960,0.05396,3.25414,47,2.00091,2,2.17524,0
8,46,TP53|PIK3CA,507,0.000507,2.41047,47,2.0,2,1.78481,0
8,46,TP53|PTEN,106,0.000106,2.47157,47,2.0,2,1.81223,0
8,47,APC,4,4e-06,1.4512,48,1.0,1,1.00304,0
8,47,EGFR,2,2e-06,1.51167,48,1.0,1,1.03025,0
8,47,Healthy,805,0.000805,1.20934,48,0.00869565,0,0.545232,0
8,47,KRAS,6424,0.006424,1.6326,48,1.0014,1,1.0861,0
8,47,KRAS|EGFR,18,1.8e-05,2.34687,48,2.0,2,1.75609,0
8,47,PIK3CA,4,4e-06,1.60346,48,1.0,1,1.07156,0
8,47,TP53,903119,0.903119,1.9039,48,1.00573,1,1.38795,0
8,47,TP53|APC,119,0.000119,2.28468,48,2.0,2,1.72813,0
8,47,TP53|BRCA1,6,6e-06,2.18287,48,2.0,2,1.68229,0
8,47,TP53|BRCA2,6,6e-06,2.18287,48,2.0,2,1.68229,0
8,47,TP53|EGFR,86,8.6e-05,2.37987,48,2.0,2,1.77096,0
8,47,TP53|KRAS,88659,0.088659,3.25286,48,2.00127,2,2.18165,0
8,47,TP53|PIK3CA,614,0.000614,2.40953,48,2.0,2,1.78441,0
8,47,TP53|PTEN,134,0.000134,2.47065,48,2.0,2,1.81182,0
8,48,APC,3,3e-06,1.44901,49,1.0,1,1.00206,0
8,48,EGFR,2,2e-06,1.50939,49,1.0,1,1.02922,0
8,48,Healthy,445,0.000445,1.20751,49,0.0179775,0,0.545265,0
8,48,KRAS,5183,0.005183,1.63014,49,1.00212,1,1.08481,0
8,48,KRAS|EGFR,23,2.3e-05,2.34332,49,2.0,2,1.7545,0
8,48,PIK3CA,5,5e-06,1.60119,49,1.0,1,1.07054,0
8,48,TP53,850114,0.850114,1.90312,49,1.00586,1,1.37701,0
8,48,TP53|APC,146,0.000146,2.28375,49,2.0,2,1.72772,0
8,48,TP53|BRCA1,6,6e-06,2.18198,49,2.0,2,1.68189,0
8,48,TP53|BRCA2,10,1e-05,2.18198,49,2.0,2,1.68189,0
8,48,TP53|EGFR,94,9.4e-05,2.3789,49,2.0,2,1.77053,0
8,48,TP53|KRAS,143081,0.143081,3.25159,49,2.00145,2,2.19197,0
8,48,TP53|PIK3CA,718,0.000718,2.40858,49,2.00139,2,1.78414,0
8,48,TP53|PTEN,170,0.00017,2.46973,49,2.0,2,1.81141,0
8,49,APC,1,1e-06,1.44682,50,1.0,1,1.00107,0
8,49,Healthy,239,0.000239,1.20568,50,0.0209205,0,0.544697,0
8,49,KRAS,4148,0.004148,1.62767,50,1.00265,1,1.08355,0
8,49,KRAS|EGFR,37,3.7e-05,2.33978,50,2.0,2,1.75291,0
8,49,PIK3CA,3,3e-06,1.59892,50,1.0,1,1.06952,0
8,49,TP53,772478,0.772478,1.90235,50,1.00602,1,1.36115,0
8,49,TP53|APC,173,0.000173,2.28281,50,2.0,2,1.7273,0
8,49,TP53|BRCA1,7,7e-06,2.18109,50,2.0,2,1.68149,0
8,49,TP53|BRCA2,15,1.5e-05,2.18109,50,2.0,2,1.68149,0
8,49,TP53|EGFR,121,0.000121,2.37793,50,2.00826,2,1.77092,0
8,49,TP53|KRAS,221787,0.221787,3.25031,50,2.00163,2,2.20716,0
8,49,TP53|KRAS|APC,2,2e-06,4.29041,50,3.0,3,2.98068,0
8,49,TP53|KRAS|BRCA2,1,1e-06,3.72657,50,3.0,3,2.72696,0
8,49,TP53|PIK3CA,792,0.000792,2.40764,50,2.0,2,1.78359,0
8,49,TP53|PTEN,196,0.000196,2.46881,50,2.0,2,1.811,0
8,50,APC,1,1e-06,1.44463,51,1.0,1,1.00008,0
8,50,Healthy,128,0.000128,1.20386,51,0.015625,0,0.543325,0
8,50,KRAS,3111,0.003111,1.62521,51,1.00386,1,1.08235,0
8,50,KRAS|EGFR,47,4.7e-05,2.33624,51,2.0,2,1.75132,0
8,50,PIK3CA,2,2e-06,1.59666,51,1.0,1,1.0685,0
8,50,TP53,667582,0.667582,1.90157,51,1.0063,1,1.33985,0
8,50,TP53|APC,173,0.000173,2.28188,51,2.0,2,1.72688,0
8,50,TP53|BRCA1,9,9e-06,2.1802,51,2.0,2,1.68109,0
8,50,TP53|BRCA2,13,1.3e-05,2.1802,51,2.0,2,1.68109,0
8,50,TP53|EGFR,148,0.000148,2.37696,51,2.0,2,1.76966,0
8,50,TP53|KRAS,327686,0.327686,3.24903,51,2.00196,2,2.2278,0
8,50,TP53|KRAS|APC,4,4e-06,4.28873,51,3.0,3,2.97993,0
8,50,TP53|KRAS|BRCA2,4,4e-06,3.72511,51,3.0,3,2.7263,0
8,50,TP53|PIK3CA,896,0.000896,2.40669,51,2.0,2,1.78319,0
8,50,TP53|PTEN,196,0.000196,2.46789,51,2.0,2,1.81059,0
8,51,APC,1,1e-06,1.44245,52,1.0,1,0.999102,0
8,51,Healthy,73,7.3e-05,1.20204,52,0.0273973,0,0.543672,0
8,51,KRAS,2142,0.002142,1.62275,52,1.00373,1,1.08104,0
8,51,KRAS|EGFR,54,5.4e-05,2.33271,52,2.0,2,1.74973,0
8,51,PIK3CA,2,2e-06,1.59439,52,1.0,1,1.06748,0
8,51,TP53,542098,0.542098,1.90079,52,1.00652,1,1.31443,0
8,51,TP53|APC,186,0.000186,2.28095,52,2.0,2,1.72647,0
8,51,TP53|BRCA1,6,6e-06,2.17931,52,2.0,2,1.68069,0
8,51,TP53|BRCA2,10,1e-05,2.17931,52,2.0,2,1.68069,0
8,51,TP53|EGFR,168,0.000168,2.37599,52,2.0,2,1.76923,0
8,51,TP53|KRAS,454076,0.454076,3.24776,52,2.00217,2,2.25252,0
8,51,TP53|KRAS|APC,7,7e-06,4.28704,52,3.0,3,2.97917,0
8,51,TP53|KRAS|BRCA2,7,7e-06,3.72365,52,3.0,3,2.72564,0
8,51,TP53|KRAS|EGFR,1,1e-06,6.32332,52,3.0,3,3.89549,1
8,51,TP53|PIK3CA,953,0.000953,2.40575,52,2.00105,2,1.78288,0
8,51,TP53|PTEN,216,0.000216,2.46696,52,2.0,2,1.81018,0
8,52,Healthy,34,3.4e-05,1.20022,53,0.0294118,0,0.543048,0
8,52,KRAS,1312,0.001312,1.6203,53,1.00457,1,1.07985,0
8,52,KRAS|EGFR,54,5.4e-05,2.32918,53,2.0,2,1.74814,0
8,52,PIK3CA,2,2e-06,1.59213,53,1.0,1,1.06646,0
8,52,TP53,410372,0.410372,1.90002,53,1.00665,1,1.28775,0
8,52,TP53|APC,158,0.000158,2.28002,53,2.0,2,1.72604,0
8,52,TP53|BRCA1,6,6e-06,2.17842,53,2.0,2,1.68029,0
8,52,TP53|BRCA2,6,6e-06,2.17842,53,2.0,2,1.68029,0
8,52,TP53|EGFR,153,0.000153,2.37502,53,2.0,2,1.76879,0
8,52,TP53|KRAS,586759,0.586759,3.24649,53,2.00238,2,2.27851,0
8,52,TP53|KRAS|APC,10,1e-05,4.28536,53,3.0,3,2.97841,0
8,52,TP53|KRAS|BRCA2,7,7e-06,3.72219,53,3.0,3,2.72499,0
8,52,TP53|KRAS|EGFR,4,4e-06,6.32096,53,3.0,3,3.89443,0
8,52,TP53|PIK3CA,913,0.000913,2.4048,53,2.0,2,1.78234,0
8,52,TP53|PTEN,210,0.00021,2.46604,53,2.0,2,1.80976,0
8,53,Healthy,15,1.5e-05,1.19841,54,0.0666667,0,0.545953,0
8,53,KRAS,795,0.000795,1.61785,54,1.00377,1,1.07857,0
8,53,KRAS|EGFR,57,5.7e-05,2.32566,54,2.0,2,1.74656,0
8,53,PIK3CA,1,1e-06,1.58988,54,1.0,1,1.06545,0
8,53,TP53,289926,0.289926,1.89924,54,1.00669,1,1.26331,0
8,53,TP53|APC,139,0.000139,2.27909,54,2.0,2,1.72562,0
8,53,TP53|BRCA1,5,5e-06,2.17753,54,2.0,2,1.67989,0
8,53,TP53|EGFR,148,0.000148,2.37405,54,2.0,2,1.76835,0
8,53,TP53|KRAS,707823,0.707823,3.24521,54,2.00247,2,2.30216,0
8,53,TP53|KRAS|APC,23,2.3e-05,4.28368,54,3.0,3,2.97766,0
8,53,TP53|KRAS|BRCA2,15,1.5e-05,3.72073,54,3.0,3,2.72433,0
8,53,TP53|KRAS|EGFR,11,1.1e-05,6.3186,54,3.0,3,3.89337,0
8,53,TP53|KRAS|PIK3CA,2,2e-06,4.07617,54,3.0,3,2.88428,0
8,53,TP53|KRAS|PTEN,1,1e-06,4.14168,54,3.0,3,2.91376,0
8,53,TP53|PIK3CA,839,0.000839,2.40386,54,2.0,2,1.7819,0
8,53,TP53|PTEN,200,0.0002,2.46512,54,2.0,2,1.80934,0
8,54,Healthy,9,9e-06,1.19659,55,0.111111,0,0.54958,0
8,54,KRAS,449,0.000449,1.6154,55,1.00668,1,1.07769,0
8,54,KRAS|EGFR,47,4.7e-05,2.32214,55,2.0,2,1.74497,0
8,54,PIK3CA,1,1e-06,1.58762,55,1.0,1,1.06443,0
8,54,TP53,192743,0.192743,1.89847,55,1.00721,1,1.24358,0
8,54,TP53|APC,113,0.000113,2.27816,55,2.0,2,1.72519,0
8,54,TP53|BRCA1,2,2e-06,2.17664,55,2.0,2,1.67949,0
8,54,TP53|EGFR,132,0.000132,2.37308,55,2.0,2,1.76791,0
8,54,TP53|KRAS,805585,0.805585,3.24394,55,2.00268,2,2.32116,0
8,54,TP53|KRAS|APC,45,4.5e-05,4.282,55,3.0,3,2.97691,0
8,54,TP53|KRAS|BRCA2,19,1.9e-05,3.71927,55,3.0,3,2.72367,0
8,54,TP53|KRAS|EGFR,20,2e-05,6.31624,55,3.0,3,3.89231,0
8,54,TP53|KRAS|PIK3CA,5,5e-06,4.07462,55,3.0,3,2.88358,0
8,54,TP53|KRAS|PTEN,2,2e-06,4.14018,55,3.0,3,2.91308,0
8,54,TP53|PIK3CA,670,0.00067,2.40292,55,2.0,2,1.78145,0
8,54,TP53|PTEN,158,0.000158,2.4642,55,2.0,2,1.80892,0
8,55,Healthy,3,3e-06,1.19478,56,0.0,0,0.537653,0
8,55,KRAS,240,0.00024,1.61296,56,1.0,1,1.07588,0
8,55,KRAS|EGFR,46,4.6e-05,2.31863,56,2.0,2,1.74339,0
8,55,TP53,122300,0.1223,1.89769,56,1.00732,1,1.22915,0
8,55,TP53|APC,79,7.9e-05,2.27723,56,2.0,2,1.72477,0
8,55,TP53|BRCA1,1,1e-06,2.17576,56,2.0,2,1.67909,0
8,55,TP53|EGFR,121,0.000121,2.37211,56,2.0,2,1.76748,0
8,55,TP53|KRAS,876448,0.876448,3.24267,56,2.00293,2,2.33478,0
8,55,TP53|KRAS|APC,51,5.1e-05,4.28032,56,3.0,3,2.97615,0
8,55,TP53|KRAS|BRCA2,26,2.6e-05,3.71781,56,3.0,3,2.72302,0
8,55,TP53|KRAS|EGFR,39,3.9e-05,6.31388,56,3.0,3,3.89125,0
8,55,TP53|KRAS|PIK3CA,7,7e-06,4.07308,56,3.0,3,2.88289,0
